"person","birthDate","deathDate","personName","personEcartico","birthPlaceEcartico","birthPlace","deathPlaceEcartico","deathPlace"
"http://www.vondel.humanities.uva.nl/ecartico/persons/11805","1557-10-21","1603-06-10","Elsje Michiels","http://www.vondel.humanities.uva.nl/ecartico/persons/11805","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/11811","1556","http://www.vondel.humanities.uva.nl/ecartico/persons/11811#deathdate","Ysbrand Albertsz. Ben","http://www.vondel.humanities.uva.nl/ecartico/persons/11811","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/13015","1571","http://www.vondel.humanities.uva.nl/ecartico/persons/13015#deathdate","Rem Egbertsz. Bisschop","http://www.vondel.humanities.uva.nl/ecartico/persons/13015","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/13016","1566-01-04","1652-05-25","Lijsbeth Philipsdr. de Bisschop","http://www.vondel.humanities.uva.nl/ecartico/persons/13016","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/13019","1527","http://www.vondel.humanities.uva.nl/ecartico/persons/13019#deathdate","Baefgen Oloffsdr.","http://www.vondel.humanities.uva.nl/ecartico/persons/13019","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/13020","1549-07-22","1623-11-29","Jan Philipsz. de Bisschop","http://www.vondel.humanities.uva.nl/ecartico/persons/13020","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/13054","1565","1609-08-04","Anna Cant","http://www.vondel.humanities.uva.nl/ecartico/persons/13054","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/13055","1536","1595-12-10","Reynier Cant","http://www.vondel.humanities.uva.nl/ecartico/persons/13055","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/13356","1582","http://www.vondel.humanities.uva.nl/ecartico/persons/13356#deathdate","Vrouwtje Hendricksdr. Verwer","http://www.vondel.humanities.uva.nl/ecartico/persons/13356","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/13545","1525","http://www.vondel.humanities.uva.nl/ecartico/persons/13545#deathdate","Jacob Willemsz Blaeu","http://www.vondel.humanities.uva.nl/ecartico/persons/13545","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/16818","1575","http://www.vondel.humanities.uva.nl/ecartico/persons/16818#deathdate","Gijsbert Claesz. van Vlooswijck","http://www.vondel.humanities.uva.nl/ecartico/persons/16818","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/1698","1542-01-14","http://www.vondel.humanities.uva.nl/ecartico/persons/1698#deathdate","Dirck Heyndrix Centen","http://www.vondel.humanities.uva.nl/ecartico/persons/1698","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/18717","1547-09-05","1597-03-07","Grietje Loefs","http://www.vondel.humanities.uva.nl/ecartico/persons/18717","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/1957","1584-10-29","http://www.vondel.humanities.uva.nl/ecartico/persons/1957#deathdate","Michiel Colyn","http://www.vondel.humanities.uva.nl/ecartico/persons/1957","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/19911","1582","http://www.vondel.humanities.uva.nl/ecartico/persons/19911#deathdate","Grietgen Cornelisdr van Hoorn","http://www.vondel.humanities.uva.nl/ecartico/persons/19911","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/20280","1551","1600-12-01","Gerrit Pieters Hooft","http://www.vondel.humanities.uva.nl/ecartico/persons/20280","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/47829","1578","http://www.vondel.humanities.uva.nl/ecartico/persons/47829#deathdate","Jacob Pietersz. Hoochcamer","http://www.vondel.humanities.uva.nl/ecartico/persons/47829","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/47836","1586-09-19","1635-08-30","Abraham Desmarez","http://www.vondel.humanities.uva.nl/ecartico/persons/47836","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/47838","1583","http://www.vondel.humanities.uva.nl/ecartico/persons/47838#deathdate","Jacob Jacobsz. Vink","http://www.vondel.humanities.uva.nl/ecartico/persons/47838","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/44783","1569","http://www.vondel.humanities.uva.nl/ecartico/persons/44783#deathdate","Mattheus Slade","http://www.vondel.humanities.uva.nl/ecartico/persons/48086","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/48432","1572","http://www.vondel.humanities.uva.nl/ecartico/persons/48432#deathdate","Simon Balthasarsz Appelman","http://www.vondel.humanities.uva.nl/ecartico/persons/48432","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/48485","1543","1621-05-16","Johan Pietersz. Reael","http://www.vondel.humanities.uva.nl/ecartico/persons/48485","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49475","1578","1645","Volkert de Vlaming van Outshoren","http://www.vondel.humanities.uva.nl/ecartico/persons/49475","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49543","1570","1603","Maritge Pietersdr. Geldsack","http://www.vondel.humanities.uva.nl/ecartico/persons/49543","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49778","1565","http://www.vondel.humanities.uva.nl/ecartico/persons/49778#deathdate","Jan Dircksz","http://www.vondel.humanities.uva.nl/ecartico/persons/49778","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49779","1562","http://www.vondel.humanities.uva.nl/ecartico/persons/49779#deathdate","Aecht Pieter Slachtendr","http://www.vondel.humanities.uva.nl/ecartico/persons/49779","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/51093","1564-07-29","1636-02-19","Reynier Pauw","http://www.vondel.humanities.uva.nl/ecartico/persons/51093","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/51855","1583-10-22","1637-10-10","Laurens Reael ","http://www.vondel.humanities.uva.nl/ecartico/persons/51855","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8672","1549","http://www.vondel.humanities.uva.nl/ecartico/persons/8672#deathdate","Barber Jacobs","http://www.vondel.humanities.uva.nl/ecartico/persons/8672","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8800","1567","http://www.vondel.humanities.uva.nl/ecartico/persons/8800#deathdate","Bartholomeus Voskens","http://www.vondel.humanities.uva.nl/ecartico/persons/8804","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8884","1560","http://www.vondel.humanities.uva.nl/ecartico/persons/8884#deathdate","Jan Pietersz Snoeck","http://www.vondel.humanities.uva.nl/ecartico/persons/8884","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9092","1560-10-10","1609-10-19","Jacobus Arminius","http://www.vondel.humanities.uva.nl/ecartico/persons/9091","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"https://data.create.humanities.uva.nl/id/schrijverskabinet/person/jacobus-arminius","1559","1609","Jacobus Arminius","http://www.vondel.humanities.uva.nl/ecartico/persons/9091","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9263","1559","1646-06-28","Adriaen Cornelisz Brederode","http://www.vondel.humanities.uva.nl/ecartico/persons/9263","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8824","1544-01-01","1610-08-03","Carel Quina","http://www.vondel.humanities.uva.nl/ecartico/persons/9276","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8826","1586-02-06","1649-10-21","Carel Quina","http://www.vondel.humanities.uva.nl/ecartico/persons/9276","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9816","1543","http://www.vondel.humanities.uva.nl/ecartico/persons/9816#deathdate","Clara Colijn","http://www.vondel.humanities.uva.nl/ecartico/persons/9816","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40193","1558-04","1625-05-12","Frans Hendricksz. Oetgens","http://www.vondel.humanities.uva.nl/ecartico/persons/40193","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40194","1558","1616-11-07","Alydt van Houff","http://www.vondel.humanities.uva.nl/ecartico/persons/40194","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40513","1521","http://www.vondel.humanities.uva.nl/ecartico/persons/40513#deathdate","Pieter Willemsz. Corver","http://www.vondel.humanities.uva.nl/ecartico/persons/40513","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40555","1567-03-13","http://www.vondel.humanities.uva.nl/ecartico/persons/40555#deathdate","Jacob van Heemskerck","http://www.vondel.humanities.uva.nl/ecartico/persons/40555","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/4107","1577","1619","Govert Jansz. genaamd Mynheer","http://www.vondel.humanities.uva.nl/ecartico/persons/4107","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/41739","1467","http://www.vondel.humanities.uva.nl/ecartico/persons/41739#deathdate","Simon Jan Pontenz. Abbe","http://www.vondel.humanities.uva.nl/ecartico/persons/41739","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/42919","1575","http://www.vondel.humanities.uva.nl/ecartico/persons/42919#deathdate","Weyntge Fransdr Ruysch","http://www.vondel.humanities.uva.nl/ecartico/persons/42919","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/43649","1571","1624","Marij Gerritsdr. Bril","http://www.vondel.humanities.uva.nl/ecartico/persons/43649","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/45951","1536","http://www.vondel.humanities.uva.nl/ecartico/persons/45951#deathdate","Jacob Claesz. Basgen","http://www.vondel.humanities.uva.nl/ecartico/persons/45951","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/38477","1582","http://www.vondel.humanities.uva.nl/ecartico/persons/38477#deathdate","Jacob Jacobsz. Hinlopen","http://www.vondel.humanities.uva.nl/ecartico/persons/38477","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/38477","1582","http://www.vondel.humanities.uva.nl/ecartico/persons/38477#deathdate","Jacob Jacobsz. Hinlopen","http://www.vondel.humanities.uva.nl/ecartico/persons/38502","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/39968","1563-09-09","1628-08-10","Pieter Dircksz. de Vlaming","http://www.vondel.humanities.uva.nl/ecartico/persons/39968","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40136","1578","http://www.vondel.humanities.uva.nl/ecartico/persons/40136#deathdate","Jasper Heijnrixsz Bouwer","http://www.vondel.humanities.uva.nl/ecartico/persons/40136","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40137","1580-05-13","1652-10-03","Anna Jelis Valckenier","http://www.vondel.humanities.uva.nl/ecartico/persons/40137","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40138","1550-12-24","1613-12-26","Gillis Jansz. Valckenier","http://www.vondel.humanities.uva.nl/ecartico/persons/40138","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40142","1573","1602-06-20","Sijbrand Balthasarsz. Appelman","http://www.vondel.humanities.uva.nl/ecartico/persons/40142","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/40143","1572","http://www.vondel.humanities.uva.nl/ecartico/persons/40143#deathdate","Trijntgen Jacobs Coppit","http://www.vondel.humanities.uva.nl/ecartico/persons/40143","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/51092","1585-11-01","1653-02-21","Adriaan Pauw","http://www.vondel.humanities.uva.nl/ecartico/persons/51092","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/100","Den Haag"
"http://www.vondel.humanities.uva.nl/ecartico/persons/21732","1587","http://www.vondel.humanities.uva.nl/ecartico/persons/21732#deathdate","Marcus van Valkenburg","http://www.vondel.humanities.uva.nl/ecartico/persons/21732","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/1350","Hatfield"
"http://www.vondel.humanities.uva.nl/ecartico/persons/2035","1522","1590-10-25","Dirck Volckertsz. Coornhert","http://www.vondel.humanities.uva.nl/ecartico/persons/2035","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/177","Gouda"
"http://www.vondel.humanities.uva.nl/ecartico/persons/10725","1517-07-14","1595-06-01","Cornelis van Beresteyn","http://www.vondel.humanities.uva.nl/ecartico/persons/10725","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/184","Haarlem"
"http://www.vondel.humanities.uva.nl/ecartico/persons/19054","1534","http://www.vondel.humanities.uva.nl/ecartico/persons/19054#deathdate","Roelof Goverts Pigge","http://www.vondel.humanities.uva.nl/ecartico/persons/19054","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/184","Haarlem"
"http://www.vondel.humanities.uva.nl/ecartico/persons/50054","1585-05-08","1651-03-29","Catharina Jansdr. Oly","http://www.vondel.humanities.uva.nl/ecartico/persons/50054","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/184","Haarlem"
"http://www.vondel.humanities.uva.nl/ecartico/persons/48344","1505","1588-02-10","Joost Sybrantsz Buyck","http://www.vondel.humanities.uva.nl/ecartico/persons/48344","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/262","Leiden"
"http://www.vondel.humanities.uva.nl/ecartico/persons/22512","1536","1601-04-07","Laurens Jacobsz Reaal","http://www.vondel.humanities.uva.nl/ecartico/persons/22512","http://www.vondel.humanities.uva.nl/ecartico/places/11","Amsterdam","http://www.vondel.humanities.uva.nl/ecartico/places/314","Middelburg"
