"person","birthDate","deathDate","personName","personEcartico","birthPlaceEcartico","dbnl","birthPlace"
"http://www.vondel.humanities.uva.nl/ecartico/persons/12828","1577-11-10","1660-09-12","Jacob Cats","http://www.vondel.humanities.uva.nl/ecartico/persons/12828","http://www.vondel.humanities.uva.nl/ecartico/places/900","http://ta.sandrart.net/-person-2567","Brouwershaven"
"http://www.vondel.humanities.uva.nl/ecartico/persons/12828","1577-11-10","1660-09-12","Jacob Cats","http://www.vondel.humanities.uva.nl/ecartico/persons/12828","http://www.vondel.humanities.uva.nl/ecartico/places/900","http://www.biografischportaal.nl/persoon/03358218","Brouwershaven"
"http://www.vondel.humanities.uva.nl/ecartico/persons/12828","1577-11-10","1660-09-12","Jacob Cats","http://www.vondel.humanities.uva.nl/ecartico/persons/12828","http://www.vondel.humanities.uva.nl/ecartico/places/900","http://anet.be/record/stcvopac/a::920.3905","Brouwershaven"
"http://www.vondel.humanities.uva.nl/ecartico/persons/13017","1583-01-08","1643-04-04","Simon Egbertsz. Bisschop","http://www.vondel.humanities.uva.nl/ecartico/persons/13017","http://www.vondel.humanities.uva.nl/ecartico/places/11","http://www.biografischportaal.nl/persoon/00165831","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/13017","1583-01-08","1643-04-04","Simon Egbertsz. Bisschop","http://www.vondel.humanities.uva.nl/ecartico/persons/13017","http://www.vondel.humanities.uva.nl/ecartico/places/11","http://www.wikidata.org/entity/Q2004448","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/13017","1583-01-08","1643-04-04","Simon Egbertsz. Bisschop","http://www.vondel.humanities.uva.nl/ecartico/persons/13017","http://www.vondel.humanities.uva.nl/ecartico/places/11","http://data.bibliotheken.nl/id/dbnla/epis006","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/13017","1583-01-08","1643-04-04","Simon Egbertsz. Bisschop","http://www.vondel.humanities.uva.nl/ecartico/persons/13017","http://www.vondel.humanities.uva.nl/ecartico/places/11","http://data.bibliotheken.nl/id/thes/p069281386","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/13017","1583-01-08","1643-04-04","Simon Egbertsz. Bisschop","http://www.vondel.humanities.uva.nl/ecartico/persons/13017","http://www.vondel.humanities.uva.nl/ecartico/places/11","http://viaf.org/viaf/88845230","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/13549","1547","1626-01-01","Cornelis Pieters Hooft","http://www.vondel.humanities.uva.nl/ecartico/persons/13549","http://www.vondel.humanities.uva.nl/ecartico/places/11","http://www.wikidata.org/entity/Q1133564","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/13549","1547","1626-01-01","Cornelis Pieters Hooft","http://www.vondel.humanities.uva.nl/ecartico/persons/13549","http://www.vondel.humanities.uva.nl/ecartico/places/11","http://viaf.org/viaf/45207902","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/13549","1547","1626-01-01","Cornelis Pieters Hooft","http://www.vondel.humanities.uva.nl/ecartico/persons/13549","http://www.vondel.humanities.uva.nl/ecartico/places/11","http://www.biografischportaal.nl/persoon/25664797","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/13549","1547","1626-01-01","Cornelis Pieters Hooft","http://www.vondel.humanities.uva.nl/ecartico/persons/13549","http://www.vondel.humanities.uva.nl/ecartico/places/11","http://data.bibliotheken.nl/id/dbnla/hoof012","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/13549","1547","1626-01-01","Cornelis Pieters Hooft","http://www.vondel.humanities.uva.nl/ecartico/persons/13549","http://www.vondel.humanities.uva.nl/ecartico/places/11","http://data.bibliotheken.nl/id/thes/p067488498","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/1375","1585-03-16","1618-08-23","Gerbrand Adriaensz. Brederode","http://www.vondel.humanities.uva.nl/ecartico/persons/1375","http://www.vondel.humanities.uva.nl/ecartico/places/11","http://www.wikidata.org/entity/Q560740","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/1375","1585-03-16","1618-08-23","Gerbrand Adriaensz. Brederode","http://www.vondel.humanities.uva.nl/ecartico/persons/1375","http://www.vondel.humanities.uva.nl/ecartico/places/11","http://viaf.org/viaf/41854317","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/1375","1585-03-16","1618-08-23","Gerbrand Adriaensz. Brederode","http://www.vondel.humanities.uva.nl/ecartico/persons/1375","http://www.vondel.humanities.uva.nl/ecartico/places/11","http://www.biografischportaal.nl/persoon/20662238","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/1375","1585-03-16","1618-08-23","Gerbrand Adriaensz. Brederode","http://www.vondel.humanities.uva.nl/ecartico/persons/1375","http://www.vondel.humanities.uva.nl/ecartico/places/11","https://rkd.nl/explore/artists/12242","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/1375","1585-03-16","1618-08-23","Gerbrand Adriaensz. Brederode","http://www.vondel.humanities.uva.nl/ecartico/persons/1375","http://www.vondel.humanities.uva.nl/ecartico/places/11","http://data.bibliotheken.nl/id/dbnla/bred001","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/1375","1585-03-16","1618-08-23","Gerbrand Adriaensz. Brederode","http://www.vondel.humanities.uva.nl/ecartico/persons/1375","http://www.vondel.humanities.uva.nl/ecartico/places/11","http://data.bibliotheken.nl/id/thes/p06824357X","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/1375","1585-03-16","1618-08-23","Gerbrand Adriaensz. Brederode","http://www.vondel.humanities.uva.nl/ecartico/persons/1375","http://www.vondel.humanities.uva.nl/ecartico/places/11","http://www.biografischportaal.nl/persoon/81350722","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/2035","1522","1590-10-25","Dirck Volckertsz. Coornhert","http://www.vondel.humanities.uva.nl/ecartico/persons/2035","http://www.vondel.humanities.uva.nl/ecartico/places/11","http://www.wikidata.org/entity/Q765465","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/2035","1522","1590-10-25","Dirck Volckertsz. Coornhert","http://www.vondel.humanities.uva.nl/ecartico/persons/2035","http://www.vondel.humanities.uva.nl/ecartico/places/11","http://data.bibliotheken.nl/id/thes/p069029911","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/2035","1522","1590-10-25","Dirck Volckertsz. Coornhert","http://www.vondel.humanities.uva.nl/ecartico/persons/2035","http://www.vondel.humanities.uva.nl/ecartico/places/11","http://viaf.org/viaf/62346432","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/2035","1522","1590-10-25","Dirck Volckertsz. Coornhert","http://www.vondel.humanities.uva.nl/ecartico/persons/2035","http://www.vondel.humanities.uva.nl/ecartico/places/11","http://www.biografischportaal.nl/persoon/03383962","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/2035","1522","1590-10-25","Dirck Volckertsz. Coornhert","http://www.vondel.humanities.uva.nl/ecartico/persons/2035","http://www.vondel.humanities.uva.nl/ecartico/places/11","https://rkd.nl/explore/artists/18183","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/2035","1522","1590-10-25","Dirck Volckertsz. Coornhert","http://www.vondel.humanities.uva.nl/ecartico/persons/2035","http://www.vondel.humanities.uva.nl/ecartico/places/11","http://www.biografischportaal.nl/persoon/43039099","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/2035","1522","1590-10-25","Dirck Volckertsz. Coornhert","http://www.vondel.humanities.uva.nl/ecartico/persons/2035","http://www.vondel.humanities.uva.nl/ecartico/places/11","http://data.bibliotheken.nl/id/dbnla/coor001","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/2035","1522","1590-10-25","Dirck Volckertsz. Coornhert","http://www.vondel.humanities.uva.nl/ecartico/persons/2035","http://www.vondel.humanities.uva.nl/ecartico/places/11","http://vocab.getty.edu/ulan/500030183","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/2035","1522","1590-10-25","Dirck Volckertsz. Coornhert","http://www.vondel.humanities.uva.nl/ecartico/persons/2035","http://www.vondel.humanities.uva.nl/ecartico/places/11","http://ta.sandrart.net/-person-1442","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9203","1552","1615-03-04","Hans von Aachen","http://www.vondel.humanities.uva.nl/ecartico/persons/9203","http://www.vondel.humanities.uva.nl/ecartico/places/242","http://www.wikidata.org/entity/Q152835","Keulen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9203","1552","1615-03-04","Hans von Aachen","http://www.vondel.humanities.uva.nl/ecartico/persons/9203","http://www.vondel.humanities.uva.nl/ecartico/places/242","http://viaf.org/viaf/41957298","Keulen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9203","1552","1615-03-04","Hans von Aachen","http://www.vondel.humanities.uva.nl/ecartico/persons/9203","http://www.vondel.humanities.uva.nl/ecartico/places/242","https://rkd.nl/explore/artists/272","Keulen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9203","1552","1615-03-04","Hans von Aachen","http://www.vondel.humanities.uva.nl/ecartico/persons/9203","http://www.vondel.humanities.uva.nl/ecartico/places/242","http://data.bibliotheken.nl/id/thes/p07223797X","Keulen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9203","1552","1615-03-04","Hans von Aachen","http://www.vondel.humanities.uva.nl/ecartico/persons/9203","http://www.vondel.humanities.uva.nl/ecartico/places/242","http://vocab.getty.edu/ulan/500127905","Keulen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9203","1552","1615-03-04","Hans von Aachen","http://www.vondel.humanities.uva.nl/ecartico/persons/9203","http://www.vondel.humanities.uva.nl/ecartico/places/242","http://ta.sandrart.net/-person-2162","Keulen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9203","1552","1615-03-04","Hans von Aachen","http://www.vondel.humanities.uva.nl/ecartico/persons/9203","http://www.vondel.humanities.uva.nl/ecartico/places/242","http://hdl.handle.net/10934/RM0001.PEOPLE.8194","Keulen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/21748","1531-10-27","1581-04-03","Huijbert Jacobsz. Duijfhuijsen","http://www.vondel.humanities.uva.nl/ecartico/persons/21748","http://www.vondel.humanities.uva.nl/ecartico/places/446","http://www.wikidata.org/entity/Q2318698","Scheveningen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/21748","1531-10-27","1581-04-03","Huijbert Jacobsz. Duijfhuijsen","http://www.vondel.humanities.uva.nl/ecartico/persons/21748","http://www.vondel.humanities.uva.nl/ecartico/places/446","http://www.biografischportaal.nl/persoon/10428562","Scheveningen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/2230","1545","http://www.vondel.humanities.uva.nl/ecartico/persons/2230#deathdate","Adriaen van Cronenburg","http://www.vondel.humanities.uva.nl/ecartico/persons/2230","http://www.vondel.humanities.uva.nl/ecartico/places/443","http://www.wikidata.org/entity/Q2685048","Schagen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/2230","1545","http://www.vondel.humanities.uva.nl/ecartico/persons/2230#deathdate","Adriaen van Cronenburg","http://www.vondel.humanities.uva.nl/ecartico/persons/2230","http://www.vondel.humanities.uva.nl/ecartico/places/443","http://data.bibliotheken.nl/id/dbnla/cron008","Schagen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/2230","1545","http://www.vondel.humanities.uva.nl/ecartico/persons/2230#deathdate","Adriaen van Cronenburg","http://www.vondel.humanities.uva.nl/ecartico/persons/2230","http://www.vondel.humanities.uva.nl/ecartico/places/443","http://data.bibliotheken.nl/id/thes/p074769707","Schagen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/2230","1545","http://www.vondel.humanities.uva.nl/ecartico/persons/2230#deathdate","Adriaen van Cronenburg","http://www.vondel.humanities.uva.nl/ecartico/persons/2230","http://www.vondel.humanities.uva.nl/ecartico/places/443","http://viaf.org/viaf/292098534","Schagen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/2230","1545","http://www.vondel.humanities.uva.nl/ecartico/persons/2230#deathdate","Adriaen van Cronenburg","http://www.vondel.humanities.uva.nl/ecartico/persons/2230","http://www.vondel.humanities.uva.nl/ecartico/places/443","http://viaf.org/viaf/95771045","Schagen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/2230","1545","http://www.vondel.humanities.uva.nl/ecartico/persons/2230#deathdate","Adriaen van Cronenburg","http://www.vondel.humanities.uva.nl/ecartico/persons/2230","http://www.vondel.humanities.uva.nl/ecartico/places/443","https://rkd.nl/explore/artists/19228","Schagen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/2230","1545","http://www.vondel.humanities.uva.nl/ecartico/persons/2230#deathdate","Adriaen van Cronenburg","http://www.vondel.humanities.uva.nl/ecartico/persons/2230","http://www.vondel.humanities.uva.nl/ecartico/places/443","http://vocab.getty.edu/ulan/500014687","Schagen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/2230","1545","http://www.vondel.humanities.uva.nl/ecartico/persons/2230#deathdate","Adriaen van Cronenburg","http://www.vondel.humanities.uva.nl/ecartico/persons/2230","http://www.vondel.humanities.uva.nl/ecartico/places/443","http://www.biografischportaal.nl/persoon/08270703","Schagen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/2230","1545","http://www.vondel.humanities.uva.nl/ecartico/persons/2230#deathdate","Adriaen van Cronenburg","http://www.vondel.humanities.uva.nl/ecartico/persons/2230","http://www.vondel.humanities.uva.nl/ecartico/places/443","http://hdl.handle.net/10934/RM0001.PEOPLE.87549","Schagen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/22637","1578-01-17","1636-04-28","Pieter Jansz Schagen","http://www.vondel.humanities.uva.nl/ecartico/persons/22637","http://www.vondel.humanities.uva.nl/ecartico/places/443","http://data.bibliotheken.nl/id/dbnla/scha030","Schagen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/22637","1578-01-17","1636-04-28","Pieter Jansz Schagen","http://www.vondel.humanities.uva.nl/ecartico/persons/22637","http://www.vondel.humanities.uva.nl/ecartico/places/443","http://data.bibliotheken.nl/id/thes/p070764794","Schagen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/22637","1578-01-17","1636-04-28","Pieter Jansz Schagen","http://www.vondel.humanities.uva.nl/ecartico/persons/22637","http://www.vondel.humanities.uva.nl/ecartico/places/443","http://viaf.org/viaf/42188979","Schagen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/22637","1578-01-17","1636-04-28","Pieter Jansz Schagen","http://www.vondel.humanities.uva.nl/ecartico/persons/22637","http://www.vondel.humanities.uva.nl/ecartico/places/443","http://www.biografischportaal.nl/persoon/37817105","Schagen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/22878","1568","http://www.vondel.humanities.uva.nl/ecartico/persons/22878#deathdate","Charles du Ry","http://www.vondel.humanities.uva.nl/ecartico/persons/22878","http://www.vondel.humanities.uva.nl/ecartico/places/1422","http://viaf.org/viaf/309813789","Argentan"
"http://www.vondel.humanities.uva.nl/ecartico/persons/22878","1568","http://www.vondel.humanities.uva.nl/ecartico/persons/22878#deathdate","Charles du Ry","http://www.vondel.humanities.uva.nl/ecartico/persons/22878","http://www.vondel.humanities.uva.nl/ecartico/places/1422","http://vocab.getty.edu/ulan/500330960","Argentan"
"http://www.vondel.humanities.uva.nl/ecartico/persons/23006","1551","1635-03-18","Jacob Dircksz. Brouwer","http://www.vondel.humanities.uva.nl/ecartico/persons/23006","http://www.vondel.humanities.uva.nl/ecartico/places/145","http://www.biografischportaal.nl/persoon/74116610","Enkhuizen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/23145","1559","http://www.vondel.humanities.uva.nl/ecartico/persons/23145#deathdate","Hector Crucer","http://www.vondel.humanities.uva.nl/ecartico/persons/23145","http://www.vondel.humanities.uva.nl/ecartico/places/13","http://www.vondel.humanities.uva.nl/ecartico/persons/25268","Antwerpen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/23584","1558-06-24","1628-01-02","Jacomina Hondius","http://www.vondel.humanities.uva.nl/ecartico/persons/23584","http://www.vondel.humanities.uva.nl/ecartico/places/534","http://www.vondel.humanities.uva.nl/ecartico/persons/48015","Wakken"
"http://www.vondel.humanities.uva.nl/ecartico/persons/23981","1548","http://www.vondel.humanities.uva.nl/ecartico/persons/23981#deathdate","BartholomaÌus Kilian","http://www.vondel.humanities.uva.nl/ecartico/persons/23981","http://www.vondel.humanities.uva.nl/ecartico/places/1361","http://www.wikidata.org/entity/Q24038716","Silezië"
"http://www.vondel.humanities.uva.nl/ecartico/persons/23981","1548","http://www.vondel.humanities.uva.nl/ecartico/persons/23981#deathdate","BartholomaÌus Kilian","http://www.vondel.humanities.uva.nl/ecartico/persons/23981","http://www.vondel.humanities.uva.nl/ecartico/places/1361","http://viaf.org/viaf/295383649","Silezië"
"http://www.vondel.humanities.uva.nl/ecartico/persons/23981","1548","http://www.vondel.humanities.uva.nl/ecartico/persons/23981#deathdate","BartholomaÌus Kilian","http://www.vondel.humanities.uva.nl/ecartico/persons/23981","http://www.vondel.humanities.uva.nl/ecartico/places/1361","http://vocab.getty.edu/ulan/500118637","Silezië"
"http://www.vondel.humanities.uva.nl/ecartico/persons/24203","1541","1624-04-26","Jan Jacobsz. Bal genaamd Huydecoper","http://www.vondel.humanities.uva.nl/ecartico/persons/24203","http://www.vondel.humanities.uva.nl/ecartico/places/11","http://www.biografischportaal.nl/persoon/99075197","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/24203","1541","1624-04-26","Jan Jacobsz. Bal genaamd Huydecoper","http://www.vondel.humanities.uva.nl/ecartico/persons/24203","http://www.vondel.humanities.uva.nl/ecartico/places/11","http://www.wikidata.org/entity/Q57151582","Amsterdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/24459","1554","1601","Hubert Caymox","http://www.vondel.humanities.uva.nl/ecartico/persons/24459","http://www.vondel.humanities.uva.nl/ecartico/places/13","http://www.wikidata.org/entity/Q55911566","Antwerpen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/24459","1554","1601","Hubert Caymox","http://www.vondel.humanities.uva.nl/ecartico/persons/24459","http://www.vondel.humanities.uva.nl/ecartico/places/13","http://viaf.org/viaf/60248125","Antwerpen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/24459","1554","1601","Hubert Caymox","http://www.vondel.humanities.uva.nl/ecartico/persons/24459","http://www.vondel.humanities.uva.nl/ecartico/places/13","http://thesaurus.cerl.org/record/cni00074659","Antwerpen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/24459","1554","1601","Hubert Caymox","http://www.vondel.humanities.uva.nl/ecartico/persons/24459","http://www.vondel.humanities.uva.nl/ecartico/places/13","http://thesaurus.cerl.org/record/cnp01095493","Antwerpen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/24462","1561-01-06","1635-03-07","Balthasar Caymox","http://www.vondel.humanities.uva.nl/ecartico/persons/24462","http://www.vondel.humanities.uva.nl/ecartico/places/1492","http://viaf.org/viaf/3529627","Beerse"
"http://www.vondel.humanities.uva.nl/ecartico/persons/24462","1561-01-06","1635-03-07","Balthasar Caymox","http://www.vondel.humanities.uva.nl/ecartico/persons/24462","http://www.vondel.humanities.uva.nl/ecartico/places/1492","http://www.biografischportaal.nl/persoon/38925119","Beerse"
"http://www.vondel.humanities.uva.nl/ecartico/persons/24462","1561-01-06","1635-03-07","Balthasar Caymox","http://www.vondel.humanities.uva.nl/ecartico/persons/24462","http://www.vondel.humanities.uva.nl/ecartico/places/1492","https://rkd.nl/explore/artists/422274","Beerse"
"http://www.vondel.humanities.uva.nl/ecartico/persons/24564","1582","http://www.vondel.humanities.uva.nl/ecartico/persons/24564#deathdate","Filips van Hooswinckel","http://www.vondel.humanities.uva.nl/ecartico/persons/24564","http://www.vondel.humanities.uva.nl/ecartico/places/13","https://rkd.nl/explore/artists/328135","Antwerpen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/24811","1510","1568-04-09","Jan Commelin","http://www.vondel.humanities.uva.nl/ecartico/persons/24811","http://www.vondel.humanities.uva.nl/ecartico/places/121","http://www.wikidata.org/entity/Q60646273","Dowaai (Douai)"
"http://www.vondel.humanities.uva.nl/ecartico/persons/24811","1510","1568-04-09","Jan Commelin","http://www.vondel.humanities.uva.nl/ecartico/persons/24811","http://www.vondel.humanities.uva.nl/ecartico/places/121","http://data.bibliotheken.nl/id/dbnla/comm017","Dowaai (Douai)"
"http://www.vondel.humanities.uva.nl/ecartico/persons/24811","1510","1568-04-09","Jan Commelin","http://www.vondel.humanities.uva.nl/ecartico/persons/24811","http://www.vondel.humanities.uva.nl/ecartico/places/121","http://www.biografischportaal.nl/persoon/54911554","Dowaai (Douai)"
"http://www.vondel.humanities.uva.nl/ecartico/persons/38270","1548","http://www.vondel.humanities.uva.nl/ecartico/persons/38270#deathdate","Jan Commelin","http://www.vondel.humanities.uva.nl/ecartico/persons/24811","http://www.vondel.humanities.uva.nl/ecartico/places/121","http://www.wikidata.org/entity/Q60646273","Dowaai (Douai)"
"http://www.vondel.humanities.uva.nl/ecartico/persons/38270","1548","http://www.vondel.humanities.uva.nl/ecartico/persons/38270#deathdate","Jan Commelin","http://www.vondel.humanities.uva.nl/ecartico/persons/24811","http://www.vondel.humanities.uva.nl/ecartico/places/121","http://data.bibliotheken.nl/id/dbnla/comm017","Dowaai (Douai)"
"http://www.vondel.humanities.uva.nl/ecartico/persons/38270","1548","http://www.vondel.humanities.uva.nl/ecartico/persons/38270#deathdate","Jan Commelin","http://www.vondel.humanities.uva.nl/ecartico/persons/24811","http://www.vondel.humanities.uva.nl/ecartico/places/121","http://www.biografischportaal.nl/persoon/54911554","Dowaai (Douai)"
"http://www.vondel.humanities.uva.nl/ecartico/persons/25160","1546-07","1599","Godevaert van Haecht","http://www.vondel.humanities.uva.nl/ecartico/persons/25160","http://www.vondel.humanities.uva.nl/ecartico/places/13","http://data.bibliotheken.nl/id/thes/p124547397","Antwerpen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/25160","1546-07","1599","Godevaert van Haecht","http://www.vondel.humanities.uva.nl/ecartico/persons/25160","http://www.vondel.humanities.uva.nl/ecartico/places/13","http://viaf.org/viaf/289898506","Antwerpen"
